Event_Type,Time,Source_Node,Destination_Node,Protocol,Packet_Size,Flags,Flow_ID,Source_Address,Destination_Address,Sequence_Number,Packet_ID
r,3.83816,0,1,tcp,1040,-------,0,0.0,1.0,336,654
+,3.83816,1,0,ack,40,-------,0,1.0,0.0,336,691
-,3.83816,1,0,ack,40,-------,0,1.0,0.0,336,691
r,3.84016,1,0,ack,40,-------,0,1.0,0.0,335,689
+,3.84016,0,1,tcp,1040,-------,0,0.0,1.0,355,692
-,3.8448,0,1,tcp,1040,-------,0,0.0,1.0,339,660
r,3.84648,0,1,tcp,1040,-------,0,0.0,1.0,337,656
+,3.84648,1,0,ack,40,-------,0,1.0,0.0,337,693
-,3.84648,1,0,ack,40,-------,0,1.0,0.0,337,693
r,3.84848,1,0,ack,40,-------,0,1.0,0.0,336,691
+,3.84848,0,1,tcp,1040,-------,0,0.0,1.0,356,694
-,3.85312,0,1,tcp,1040,-------,0,0.0,1.0,340,662
r,3.8548,0,1,tcp,1040,-------,0,0.0,1.0,338,658
+,3.8548,1,0,ack,40,-------,0,1.0,0.0,338,695
-,3.8548,1,0,ack,40,-------,0,1.0,0.0,338,695
r,3.8568,1,0,ack,40,-------,0,1.0,0.0,337,693
+,3.8568,0,1,tcp,1040,-------,0,0.0,1.0,357,696
-,3.86144,0,1,tcp,1040,-------,0,0.0,1.0,341,664
r,3.86312,0,1,tcp,1040,-------,0,0.0,1.0,339,660
+,3.86312,1,0,ack,40,-------,0,1.0,0.0,339,697
-,3.86312,1,0,ack,40,-------,0,1.0,0.0,339,697
r,3.86512,1,0,ack,40,-------,0,1.0,0.0,338,695
+,3.86512,0,1,tcp,1040,-------,0,0.0,1.0,358,698
-,3.86976,0,1,tcp,1040,-------,0,0.0,1.0,342,666
r,3.87144,0,1,tcp,1040,-------,0,0.0,1.0,340,662
+,3.87144,1,0,ack,40,-------,0,1.0,0.0,340,699
-,3.87144,1,0,ack,40,-------,0,1.0,0.0,340,699
r,3.87344,1,0,ack,40,-------,0,1.0,0.0,339,697
+,3.87344,0,1,tcp,1040,-------,0,0.0,1.0,359,700
-,3.87808,0,1,tcp,1040,-------,0,0.0,1.0,343,668
r,3.87976,0,1,tcp,1040,-------,0,0.0,1.0,341,664
+,3.87976,1,0,ack,40,-------,0,1.0,0.0,341,701
-,3.87976,1,0,ack,40,-------,0,1.0,0.0,341,701
r,3.88176,1,0,ack,40,-------,0,1.0,0.0,340,699
+,3.88176,0,1,tcp,1040,-------,0,0.0,1.0,360,702
-,3.8864,0,1,tcp,1040,-------,0,0.0,1.0,344,670
r,3.88808,0,1,tcp,1040,-------,0,0.0,1.0,342,666
+,3.88808,1,0,ack,40,-------,0,1.0,0.0,342,703
-,3.88808,1,0,ack,40,-------,0,1.0,0.0,342,703
r,3.89008,1,0,ack,40,-------,0,1.0,0.0,341,701
+,3.89008,0,1,tcp,1040,-------,0,0.0,1.0,361,704
-,3.89472,0,1,tcp,1040,-------,0,0.0,1.0,345,672
r,3.8964,0,1,tcp,1040,-------,0,0.0,1.0,343,668
+,3.8964,1,0,ack,40,-------,0,1.0,0.0,343,705
-,3.8964,1,0,ack,40,-------,0,1.0,0.0,343,705
r,3.8984,1,0,ack,40,-------,0,1.0,0.0,342,703
+,3.8984,0,1,tcp,1040,-------,0,0.0,1.0,362,706
-,3.90304,0,1,tcp,1040,-------,0,0.0,1.0,346,674
r,3.90472,0,1,tcp,1040,-------,0,0.0,1.0,344,670
+,3.90472,1,0,ack,40,-------,0,1.0,0.0,344,707
-,3.90472,1,0,ack,40,-------,0,1.0,0.0,344,707
r,3.90672,1,0,ack,40,-------,0,1.0,0.0,343,705
+,3.90672,0,1,tcp,1040,-------,0,0.0,1.0,363,708
-,3.91136,0,1,tcp,1040,-------,0,0.0,1.0,347,676
r,3.91304,0,1,tcp,1040,-------,0,0.0,1.0,345,672
+,3.91304,1,0,ack,40,-------,0,1.0,0.0,345,709
-,3.91304,1,0,ack,40,-------,0,1.0,0.0,345,709
r,3.91504,1,0,ack,40,-------,0,1.0,0.0,344,707
+,3.91504,0,1,tcp,1040,-------,0,0.0,1.0,364,710
-,3.91968,0,1,tcp,1040,-------,0,0.0,1.0,348,678
r,3.92136,0,1,tcp,1040,-------,0,0.0,1.0,346,674
+,3.92136,1,0,ack,40,-------,0,1.0,0.0,346,711
-,3.92136,1,0,ack,40,-------,0,1.0,0.0,346,711
r,3.92336,1,0,ack,40,-------,0,1.0,0.0,345,709
+,3.92336,0,1,tcp,1040,-------,0,0.0,1.0,365,712
-,3.928,0,1,tcp,1040,-------,0,0.0,1.0,349,680
r,3.92968,0,1,tcp,1040,-------,0,0.0,1.0,347,676
+,3.92968,1,0,ack,40,-------,0,1.0,0.0,347,713
-,3.92968,1,0,ack,40,-------,0,1.0,0.0,347,713
r,3.93168,1,0,ack,40,-------,0,1.0,0.0,346,711
+,3.93168,0,1,tcp,1040,-------,0,0.0,1.0,366,714
-,3.93632,0,1,tcp,1040,-------,0,0.0,1.0,350,682
r,3.938,0,1,tcp,1040,-------,0,0.0,1.0,348,678
+,3.938,1,0,ack,40,-------,0,1.0,0.0,348,715
-,3.938,1,0,ack,40,-------,0,1.0,0.0,348,715
r,3.94,1,0,ack,40,-------,0,1.0,0.0,347,713
+,3.94,0,1,tcp,1040,-------,0,0.0,1.0,367,716
-,3.94464,0,1,tcp,1040,-------,0,0.0,1.0,351,684
r,3.94632,0,1,tcp,1040,-------,0,0.0,1.0,349,680
+,3.94632,1,0,ack,40,-------,0,1.0,0.0,349,717
-,3.94632,1,0,ack,40,-------,0,1.0,0.0,349,717
r,3.94832,1,0,ack,40,-------,0,1.0,0.0,348,715
+,3.94832,0,1,tcp,1040,-------,0,0.0,1.0,368,718
-,3.95296,0,1,tcp,1040,-------,0,0.0,1.0,352,686
r,3.95464,0,1,tcp,1040,-------,0,0.0,1.0,350,682
+,3.95464,1,0,ack,40,-------,0,1.0,0.0,350,719
-,3.95464,1,0,ack,40,-------,0,1.0,0.0,350,719
r,3.95664,1,0,ack,40,-------,0,1.0,0.0,349,717
+,3.95664,0,1,tcp,1040,-------,0,0.0,1.0,369,720
-,3.96128,0,1,tcp,1040,-------,0,0.0,1.0,353,688
r,3.96296,0,1,tcp,1040,-------,0,0.0,1.0,351,684
+,3.96296,1,0,ack,40,-------,0,1.0,0.0,351,721
-,3.96296,1,0,ack,40,-------,0,1.0,0.0,351,721
r,3.96496,1,0,ack,40,-------,0,1.0,0.0,350,719
+,3.96496,0,1,tcp,1040,-------,0,0.0,1.0,370,722
-,3.9696,0,1,tcp,1040,-------,0,0.0,1.0,354,690
r,3.97128,0,1,tcp,1040,-------,0,0.0,1.0,352,686
+,3.97128,1,0,ack,40,-------,0,1.0,0.0,352,723
-,3.97128,1,0,ack,40,-------,0,1.0,0.0,352,723
r,3.97328,1,0,ack,40,-------,0,1.0,0.0,351,721
+,3.97328,0,1,tcp,1040,-------,0,0.0,1.0,371,724
-,3.97792,0,1,tcp,1040,-------,0,0.0,1.0,355,692
r,3.9796,0,1,tcp,1040,-------,0,0.0,1.0,353,688
+,3.9796,1,0,ack,40,-------,0,1.0,0.0,353,725
-,3.9796,1,0,ack,40,-------,0,1.0,0.0,353,725
r,3.9816,1,0,ack,40,-------,0,1.0,0.0,352,723
+,3.9816,0,1,tcp,1040,-------,0,0.0,1.0,372,726
-,3.98624,0,1,tcp,1040,-------,0,0.0,1.0,356,694
r,3.98792,0,1,tcp,1040,-------,0,0.0,1.0,354,690
+,3.98792,1,0,ack,40,-------,0,1.0,0.0,354,727
-,3.98792,1,0,ack,40,-------,0,1.0,0.0,354,727
r,3.98992,1,0,ack,40,-------,0,1.0,0.0,353,725
+,3.98992,0,1,tcp,1040,-------,0,0.0,1.0,373,728
-,3.99456,0,1,tcp,1040,-------,0,0.0,1.0,357,696
r,3.99624,0,1,tcp,1040,-------,0,0.0,1.0,355,692
+,3.99624,1,0,ack,40,-------,0,1.0,0.0,355,729
-,3.99624,1,0,ack,40,-------,0,1.0,0.0,355,729
r,3.99824,1,0,ack,40,-------,0,1.0,0.0,354,727
+,3.99824,0,1,tcp,1040,-------,0,0.0,1.0,374,730
-,4.00288,0,1,tcp,1040,-------,0,0.0,1.0,358,698
r,4.00456,0,1,tcp,1040,-------,0,0.0,1.0,356,694
+,4.00456,1,0,ack,40,-------,0,1.0,0.0,356,731
-,4.00456,1,0,ack,40,-------,0,1.0,0.0,356,731
r,4.00656,1,0,ack,40,-------,0,1.0,0.0,355,729
+,4.00656,0,1,tcp,1040,-------,0,0.0,1.0,375,732
-,4.0112,0,1,tcp,1040,-------,0,0.0,1.0,359,700
r,4.01288,0,1,tcp,1040,-------,0,0.0,1.0,357,696
+,4.01288,1,0,ack,40,-------,0,1.0,0.0,357,733
-,4.01288,1,0,ack,40,-------,0,1.0,0.0,357,733
r,4.01488,1,0,ack,40,-------,0,1.0,0.0,356,731
+,4.01488,0,1,tcp,1040,-------,0,0.0,1.0,376,734
-,4.01952,0,1,tcp,1040,-------,0,0.0,1.0,360,702
r,4.0212,0,1,tcp,1040,-------,0,0.0,1.0,358,698
+,4.0212,1,0,ack,40,-------,0,1.0,0.0,358,735
-,4.0212,1,0,ack,40,-------,0,1.0,0.0,358,735
r,4.0232,1,0,ack,40,-------,0,1.0,0.0,357,733
+,4.0232,0,1,tcp,1040,-------,0,0.0,1.0,377,736
-,4.02784,0,1,tcp,1040,-------,0,0.0,1.0,361,704
r,4.02952,0,1,tcp,1040,-------,0,0.0,1.0,359,700
+,4.02952,1,0,ack,40,-------,0,1.0,0.0,359,737
-,4.02952,1,0,ack,40,-------,0,1.0,0.0,359,737
r,4.03152,1,0,ack,40,-------,0,1.0,0.0,358,735
+,4.03152,0,1,tcp,1040,-------,0,0.0,1.0,378,738
-,4.03616,0,1,tcp,1040,-------,0,0.0,1.0,362,706
r,4.03784,0,1,tcp,1040,-------,0,0.0,1.0,360,702
+,4.03784,1,0,ack,40,-------,0,1.0,0.0,360,739
-,4.03784,1,0,ack,40,-------,0,1.0,0.0,360,739
r,4.03984,1,0,ack,40,-------,0,1.0,0.0,359,737
+,4.03984,0,1,tcp,1040,-------,0,0.0,1.0,379,740
-,4.04448,0,1,tcp,1040,-------,0,0.0,1.0,363,708
r,4.04616,0,1,tcp,1040,-------,0,0.0,1.0,361,704
+,4.04616,1,0,ack,40,-------,0,1.0,0.0,361,741
-,4.04616,1,0,ack,40,-------,0,1.0,0.0,361,741
r,4.04816,1,0,ack,40,-------,0,1.0,0.0,360,739
+,4.04816,0,1,tcp,1040,-------,0,0.0,1.0,380,742
-,4.0528,0,1,tcp,1040,-------,0,0.0,1.0,364,710
r,4.05448,0,1,tcp,1040,-------,0,0.0,1.0,362,706
+,4.05448,1,0,ack,40,-------,0,1.0,0.0,362,743
-,4.05448,1,0,ack,40,-------,0,1.0,0.0,362,743
r,4.05648,1,0,ack,40,-------,0,1.0,0.0,361,741
+,4.05648,0,1,tcp,1040,-------,0,0.0,1.0,381,744
-,4.06112,0,1,tcp,1040,-------,0,0.0,1.0,365,712
r,4.0628,0,1,tcp,1040,-------,0,0.0,1.0,363,708
+,4.0628,1,0,ack,40,-------,0,1.0,0.0,363,745
-,4.0628,1,0,ack,40,-------,0,1.0,0.0,363,745
r,4.0648,1,0,ack,40,-------,0,1.0,0.0,362,743
+,4.0648,0,1,tcp,1040,-------,0,0.0,1.0,382,746
-,4.06944,0,1,tcp,1040,-------,0,0.0,1.0,366,714
r,4.07112,0,1,tcp,1040,-------,0,0.0,1.0,364,710
+,4.07112,1,0,ack,40,-------,0,1.0,0.0,364,747
-,4.07112,1,0,ack,40,-------,0,1.0,0.0,364,747
r,4.07312,1,0,ack,40,-------,0,1.0,0.0,363,745
+,4.07312,0,1,tcp,1040,-------,0,0.0,1.0,383,748
-,4.07776,0,1,tcp,1040,-------,0,0.0,1.0,367,716
r,4.07944,0,1,tcp,1040,-------,0,0.0,1.0,365,712
+,4.07944,1,0,ack,40,-------,0,1.0,0.0,365,749
-,4.07944,1,0,ack,40,-------,0,1.0,0.0,365,749
r,4.08144,1,0,ack,40,-------,0,1.0,0.0,364,747
+,4.08144,0,1,tcp,1040,-------,0,0.0,1.0,384,750
-,4.08608,0,1,tcp,1040,-------,0,0.0,1.0,368,718
r,4.08776,0,1,tcp,1040,-------,0,0.0,1.0,366,714
+,4.08776,1,0,ack,40,-------,0,1.0,0.0,366,751
-,4.08776,1,0,ack,40,-------,0,1.0,0.0,366,751
r,4.08976,1,0,ack,40,-------,0,1.0,0.0,365,749
+,4.08976,0,1,tcp,1040,-------,0,0.0,1.0,385,752
-,4.0944,0,1,tcp,1040,-------,0,0.0,1.0,369,720
r,4.09608,0,1,tcp,1040,-------,0,0.0,1.0,367,716
+,4.09608,1,0,ack,40,-------,0,1.0,0.0,367,753
-,4.09608,1,0,ack,40,-------,0,1.0,0.0,367,753
r,4.09808,1,0,ack,40,-------,0,1.0,0.0,366,751
+,4.09808,0,1,tcp,1040,-------,0,0.0,1.0,386,754
-,4.10272,0,1,tcp,1040,-------,0,0.0,1.0,370,722
r,4.1044,0,1,tcp,1040,-------,0,0.0,1.0,368,718
+,4.1044,1,0,ack,40,-------,0,1.0,0.0,368,755
-,4.1044,1,0,ack,40,-------,0,1.0,0.0,368,755
r,4.1064,1,0,ack,40,-------,0,1.0,0.0,367,753
+,4.1064,0,1,tcp,1040,-------,0,0.0,1.0,387,756
-,4.11104,0,1,tcp,1040,-------,0,0.0,1.0,371,724
r,4.11272,0,1,tcp,1040,-------,0,0.0,1.0,369,720
+,4.11272,1,0,ack,40,-------,0,1.0,0.0,369,757
-,4.11272,1,0,ack,40,-------,0,1.0,0.0,369,757
r,4.11472,1,0,ack,40,-------,0,1.0,0.0,368,755
+,4.11472,0,1,tcp,1040,-------,0,0.0,1.0,388,758
-,4.11936,0,1,tcp,1040,-------,0,0.0,1.0,372,726
r,4.12104,0,1,tcp,1040,-------,0,0.0,1.0,370,722
+,4.12104,1,0,ack,40,-------,0,1.0,0.0,370,759
-,4.12104,1,0,ack,40,-------,0,1.0,0.0,370,759
r,4.12304,1,0,ack,40,-------,0,1.0,0.0,369,757
+,4.12304,0,1,tcp,1040,-------,0,0.0,1.0,389,760
-,4.12768,0,1,tcp,1040,-------,0,0.0,1.0,373,728
r,4.12936,0,1,tcp,1040,-------,0,0.0,1.0,371,724
+,4.12936,1,0,ack,40,-------,0,1.0,0.0,371,761
-,4.12936,1,0,ack,40,-------,0,1.0,0.0,371,761
r,4.13136,1,0,ack,40,-------,0,1.0,0.0,370,759
+,4.13136,0,1,tcp,1040,-------,0,0.0,1.0,390,762
-,4.136,0,1,tcp,1040,-------,0,0.0,1.0,374,730
r,4.13768,0,1,tcp,1040,-------,0,0.0,1.0,372,726
+,4.13768,1,0,ack,40,-------,0,1.0,0.0,372,763
-,4.13768,1,0,ack,40,-------,0,1.0,0.0,372,763
r,4.13968,1,0,ack,40,-------,0,1.0,0.0,371,761
+,4.13968,0,1,tcp,1040,-------,0,0.0,1.0,391,764
-,4.14432,0,1,tcp,1040,-------,0,0.0,1.0,375,732
r,4.146,0,1,tcp,1040,-------,0,0.0,1.0,373,728
+,4.146,1,0,ack,40,-------,0,1.0,0.0,373,765
-,4.146,1,0,ack,40,-------,0,1.0,0.0,373,765
r,4.148,1,0,ack,40,-------,0,1.0,0.0,372,763
+,4.148,0,1,tcp,1040,-------,0,0.0,1.0,392,766
-,4.15264,0,1,tcp,1040,-------,0,0.0,1.0,376,734
r,4.15432,0,1,tcp,1040,-------,0,0.0,1.0,374,730
+,4.15432,1,0,ack,40,-------,0,1.0,0.0,374,767
-,4.15432,1,0,ack,40,-------,0,1.0,0.0,374,767
r,4.15632,1,0,ack,40,-------,0,1.0,0.0,373,765
+,4.15632,0,1,tcp,1040,-------,0,0.0,1.0,393,768
-,4.16096,0,1,tcp,1040,-------,0,0.0,1.0,377,736
r,4.16264,0,1,tcp,1040,-------,0,0.0,1.0,375,732
+,4.16264,1,0,ack,40,-------,0,1.0,0.0,375,769
-,4.16264,1,0,ack,40,-------,0,1.0,0.0,375,769
r,4.16464,1,0,ack,40,-------,0,1.0,0.0,374,767
+,4.16464,0,1,tcp,1040,-------,0,0.0,1.0,394,770
-,4.16928,0,1,tcp,1040,-------,0,0.0,1.0,378,738
r,4.17096,0,1,tcp,1040,-------,0,0.0,1.0,376,734
+,4.17096,1,0,ack,40,-------,0,1.0,0.0,376,771
-,4.17096,1,0,ack,40,-------,0,1.0,0.0,376,771
r,4.17296,1,0,ack,40,-------,0,1.0,0.0,375,769
+,4.17296,0,1,tcp,1040,-------,0,0.0,1.0,395,772
-,4.1776,0,1,tcp,1040,-------,0,0.0,1.0,379,740
r,4.17928,0,1,tcp,1040,-------,0,0.0,1.0,377,736
+,4.17928,1,0,ack,40,-------,0,1.0,0.0,377,773
-,4.17928,1,0,ack,40,-------,0,1.0,0.0,377,773
r,4.18128,1,0,ack,40,-------,0,1.0,0.0,376,771
+,4.18128,0,1,tcp,1040,-------,0,0.0,1.0,396,774
-,4.18592,0,1,tcp,1040,-------,0,0.0,1.0,380,742
r,4.1876,0,1,tcp,1040,-------,0,0.0,1.0,378,738
+,4.1876,1,0,ack,40,-------,0,1.0,0.0,378,775
-,4.1876,1,0,ack,40,-------,0,1.0,0.0,378,775
r,4.1896,1,0,ack,40,-------,0,1.0,0.0,377,773
+,4.1896,0,1,tcp,1040,-------,0,0.0,1.0,397,776
-,4.19424,0,1,tcp,1040,-------,0,0.0,1.0,381,744
r,4.19592,0,1,tcp,1040,-------,0,0.0,1.0,379,740
+,4.19592,1,0,ack,40,-------,0,1.0,0.0,379,777
-,4.19592,1,0,ack,40,-------,0,1.0,0.0,379,777
r,4.19792,1,0,ack,40,-------,0,1.0,0.0,378,775
+,4.19792,0,1,tcp,1040,-------,0,0.0,1.0,398,778
-,4.20256,0,1,tcp,1040,-------,0,0.0,1.0,382,746
r,4.20424,0,1,tcp,1040,-------,0,0.0,1.0,380,742
+,4.20424,1,0,ack,40,-------,0,1.0,0.0,380,779
-,4.20424,1,0,ack,40,-------,0,1.0,0.0,380,779
r,4.20624,1,0,ack,40,-------,0,1.0,0.0,379,777
+,4.20624,0,1,tcp,1040,-------,0,0.0,1.0,399,780
-,4.21088,0,1,tcp,1040,-------,0,0.0,1.0,383,748
r,4.21256,0,1,tcp,1040,-------,0,0.0,1.0,381,744
+,4.21256,1,0,ack,40,-------,0,1.0,0.0,381,781
-,4.21256,1,0,ack,40,-------,0,1.0,0.0,381,781
r,4.21456,1,0,ack,40,-------,0,1.0,0.0,380,779
+,4.21456,0,1,tcp,1040,-------,0,0.0,1.0,400,782
-,4.2192,0,1,tcp,1040,-------,0,0.0,1.0,384,750
r,4.22088,0,1,tcp,1040,-------,0,0.0,1.0,382,746
+,4.22088,1,0,ack,40,-------,0,1.0,0.0,382,783
-,4.22088,1,0,ack,40,-------,0,1.0,0.0,382,783
r,4.22288,1,0,ack,40,-------,0,1.0,0.0,381,781
+,4.22288,0,1,tcp,1040,-------,0,0.0,1.0,401,784
-,4.22752,0,1,tcp,1040,-------,0,0.0,1.0,385,752
r,4.2292,0,1,tcp,1040,-------,0,0.0,1.0,383,748
+,4.2292,1,0,ack,40,-------,0,1.0,0.0,383,785
-,4.2292,1,0,ack,40,-------,0,1.0,0.0,383,785
r,4.2312,1,0,ack,40,-------,0,1.0,0.0,382,783
+,4.2312,0,1,tcp,1040,-------,0,0.0,1.0,402,786
-,4.23584,0,1,tcp,1040,-------,0,0.0,1.0,386,754
r,4.23752,0,1,tcp,1040,-------,0,0.0,1.0,384,750
+,4.23752,1,0,ack,40,-------,0,1.0,0.0,384,787
-,4.23752,1,0,ack,40,-------,0,1.0,0.0,384,787
r,4.23952,1,0,ack,40,-------,0,1.0,0.0,383,785
+,4.23952,0,1,tcp,1040,-------,0,0.0,1.0,403,788
-,4.24416,0,1,tcp,1040,-------,0,0.0,1.0,387,756
r,4.24584,0,1,tcp,1040,-------,0,0.0,1.0,385,752
+,4.24584,1,0,ack,40,-------,0,1.0,0.0,385,789
-,4.24584,1,0,ack,40,-------,0,1.0,0.0,385,789
r,4.24784,1,0,ack,40,-------,0,1.0,0.0,384,787
+,4.24784,0,1,tcp,1040,-------,0,0.0,1.0,404,790
-,4.25248,0,1,tcp,1040,-------,0,0.0,1.0,388,758
r,4.25416,0,1,tcp,1040,-------,0,0.0,1.0,386,754
+,4.25416,1,0,ack,40,-------,0,1.0,0.0,386,791
-,4.25416,1,0,ack,40,-------,0,1.0,0.0,386,791
r,4.25616,1,0,ack,40,-------,0,1.0,0.0,385,789
+,4.25616,0,1,tcp,1040,-------,0,0.0,1.0,405,792
-,4.2608,0,1,tcp,1040,-------,0,0.0,1.0,389,760
r,4.26248,0,1,tcp,1040,-------,0,0.0,1.0,387,756
+,4.26248,1,0,ack,40,-------,0,1.0,0.0,387,793
-,4.26248,1,0,ack,40,-------,0,1.0,0.0,387,793
r,4.26448,1,0,ack,40,-------,0,1.0,0.0,386,791
+,4.26448,0,1,tcp,1040,-------,0,0.0,1.0,406,794
-,4.26912,0,1,tcp,1040,-------,0,0.0,1.0,390,762
r,4.2708,0,1,tcp,1040,-------,0,0.0,1.0,388,758
+,4.2708,1,0,ack,40,-------,0,1.0,0.0,388,795
-,4.2708,1,0,ack,40,-------,0,1.0,0.0,388,795
r,4.2728,1,0,ack,40,-------,0,1.0,0.0,387,793
+,4.2728,0,1,tcp,1040,-------,0,0.0,1.0,407,796
-,4.27744,0,1,tcp,1040,-------,0,0.0,1.0,391,764
r,4.27912,0,1,tcp,1040,-------,0,0.0,1.0,389,760
+,4.27912,1,0,ack,40,-------,0,1.0,0.0,389,797
-,4.27912,1,0,ack,40,-------,0,1.0,0.0,389,797
r,4.28112,1,0,ack,40,-------,0,1.0,0.0,388,795
+,4.28112,0,1,tcp,1040,-------,0,0.0,1.0,408,798
-,4.28576,0,1,tcp,1040,-------,0,0.0,1.0,392,766
r,4.28744,0,1,tcp,1040,-------,0,0.0,1.0,390,762
+,4.28744,1,0,ack,40,-------,0,1.0,0.0,390,799
-,4.28744,1,0,ack,40,-------,0,1.0,0.0,390,799
r,4.28944,1,0,ack,40,-------,0,1.0,0.0,389,797
+,4.28944,0,1,tcp,1040,-------,0,0.0,1.0,409,800
-,4.29408,0,1,tcp,1040,-------,0,0.0,1.0,393,768
r,4.29576,0,1,tcp,1040,-------,0,0.0,1.0,391,764
+,4.29576,1,0,ack,40,-------,0,1.0,0.0,391,801
-,4.29576,1,0,ack,40,-------,0,1.0,0.0,391,801
r,4.29776,1,0,ack,40,-------,0,1.0,0.0,390,799
+,4.29776,0,1,tcp,1040,-------,0,0.0,1.0,410,802
-,4.3024,0,1,tcp,1040,-------,0,0.0,1.0,394,770
r,4.30408,0,1,tcp,1040,-------,0,0.0,1.0,392,766
+,4.30408,1,0,ack,40,-------,0,1.0,0.0,392,803
-,4.30408,1,0,ack,40,-------,0,1.0,0.0,392,803
r,4.30608,1,0,ack,40,-------,0,1.0,0.0,391,801
+,4.30608,0,1,tcp,1040,-------,0,0.0,1.0,411,804
-,4.31072,0,1,tcp,1040,-------,0,0.0,1.0,395,772
r,4.3124,0,1,tcp,1040,-------,0,0.0,1.0,393,768
+,4.3124,1,0,ack,40,-------,0,1.0,0.0,393,805
-,4.3124,1,0,ack,40,-------,0,1.0,0.0,393,805
r,4.3144,1,0,ack,40,-------,0,1.0,0.0,392,803
+,4.3144,0,1,tcp,1040,-------,0,0.0,1.0,412,806
-,4.31904,0,1,tcp,1040,-------,0,0.0,1.0,396,774
r,4.32072,0,1,tcp,1040,-------,0,0.0,1.0,394,770
+,4.32072,1,0,ack,40,-------,0,1.0,0.0,394,807
-,4.32072,1,0,ack,40,-------,0,1.0,0.0,394,807
r,4.32272,1,0,ack,40,-------,0,1.0,0.0,393,805
+,4.32272,0,1,tcp,1040,-------,0,0.0,1.0,413,808
-,4.32736,0,1,tcp,1040,-------,0,0.0,1.0,397,776
r,4.32904,0,1,tcp,1040,-------,0,0.0,1.0,395,772
+,4.32904,1,0,ack,40,-------,0,1.0,0.0,395,809
-,4.32904,1,0,ack,40,-------,0,1.0,0.0,395,809
r,4.33104,1,0,ack,40,-------,0,1.0,0.0,394,807
+,4.33104,0,1,tcp,1040,-------,0,0.0,1.0,414,810
-,4.33568,0,1,tcp,1040,-------,0,0.0,1.0,398,778
r,4.33736,0,1,tcp,1040,-------,0,0.0,1.0,396,774
+,4.33736,1,0,ack,40,-------,0,1.0,0.0,396,811
-,4.33736,1,0,ack,40,-------,0,1.0,0.0,396,811
r,4.33936,1,0,ack,40,-------,0,1.0,0.0,395,809
+,4.33936,0,1,tcp,1040,-------,0,0.0,1.0,415,812
-,4.344,0,1,tcp,1040,-------,0,0.0,1.0,399,780
r,4.34568,0,1,tcp,1040,-------,0,0.0,1.0,397,776
+,4.34568,1,0,ack,40,-------,0,1.0,0.0,397,813
-,4.34568,1,0,ack,40,-------,0,1.0,0.0,397,813
r,4.34768,1,0,ack,40,-------,0,1.0,0.0,396,811
+,4.34768,0,1,tcp,1040,-------,0,0.0,1.0,416,814
-,4.35232,0,1,tcp,1040,-------,0,0.0,1.0,400,782
r,4.354,0,1,tcp,1040,-------,0,0.0,1.0,398,778
+,4.354,1,0,ack,40,-------,0,1.0,0.0,398,815
-,4.354,1,0,ack,40,-------,0,1.0,0.0,398,815
r,4.356,1,0,ack,40,-------,0,1.0,0.0,397,813
+,4.356,0,1,tcp,1040,-------,0,0.0,1.0,417,816
-,4.36064,0,1,tcp,1040,-------,0,0.0,1.0,401,784
r,4.36232,0,1,tcp,1040,-------,0,0.0,1.0,399,780
+,4.36232,1,0,ack,40,-------,0,1.0,0.0,399,817
-,4.36232,1,0,ack,40,-------,0,1.0,0.0,399,817
r,4.36432,1,0,ack,40,-------,0,1.0,0.0,398,815
+,4.36432,0,1,tcp,1040,-------,0,0.0,1.0,418,818
-,4.36896,0,1,tcp,1040,-------,0,0.0,1.0,402,786
r,4.37064,0,1,tcp,1040,-------,0,0.0,1.0,400,782
+,4.37064,1,0,ack,40,-------,0,1.0,0.0,400,819
-,4.37064,1,0,ack,40,-------,0,1.0,0.0,400,819
r,4.37264,1,0,ack,40,-------,0,1.0,0.0,399,817
+,4.37264,0,1,tcp,1040,-------,0,0.0,1.0,419,820
-,4.37728,0,1,tcp,1040,-------,0,0.0,1.0,403,788
r,4.37896,0,1,tcp,1040,-------,0,0.0,1.0,401,784
+,4.37896,1,0,ack,40,-------,0,1.0,0.0,401,821
-,4.37896,1,0,ack,40,-------,0,1.0,0.0,401,821
r,4.38096,1,0,ack,40,-------,0,1.0,0.0,400,819
+,4.38096,0,1,tcp,1040,-------,0,0.0,1.0,420,822
-,4.3856,0,1,tcp,1040,-------,0,0.0,1.0,404,790
r,4.38728,0,1,tcp,1040,-------,0,0.0,1.0,402,786
+,4.38728,1,0,ack,40,-------,0,1.0,0.0,402,823
-,4.38728,1,0,ack,40,-------,0,1.0,0.0,402,823
r,4.38928,1,0,ack,40,-------,0,1.0,0.0,401,821
+,4.38928,0,1,tcp,1040,-------,0,0.0,1.0,421,824
-,4.39392,0,1,tcp,1040,-------,0,0.0,1.0,405,792
r,4.3956,0,1,tcp,1040,-------,0,0.0,1.0,403,788
+,4.3956,1,0,ack,40,-------,0,1.0,0.0,403,825
-,4.3956,1,0,ack,40,-------,0,1.0,0.0,403,825
r,4.3976,1,0,ack,40,-------,0,1.0,0.0,402,823
+,4.3976,0,1,tcp,1040,-------,0,0.0,1.0,422,826
-,4.40224,0,1,tcp,1040,-------,0,0.0,1.0,406,794
r,4.40392,0,1,tcp,1040,-------,0,0.0,1.0,404,790
+,4.40392,1,0,ack,40,-------,0,1.0,0.0,404,827
